"Date","Country","Population","New confirmed cases","New deaths","Total confirmed cases","Total deaths"
"2020-03-15","Thailand",69428524,0,0,82,1
"2020-03-15","Togo",7889094,0,0,1,0
"2020-03-15","Trinidad_and_Tobago",1389858,0,0,2,0
"2020-03-15","Tunisia",11565204,0,0,16,0
"2020-03-15","United_Arab_Emirates",9630959,0,0,85,0
"2020-03-15","United_Kingdom",66488991,433,11,1140,21
"2020-03-15","United_States_of_America",327167434,777,10,2951,57
"2020-03-15","Uruguay",3449299,6,0,6,0
"2020-03-15","Venezuela",28870195,10,0,10,0
"2020-03-15","Vietnam",95540395,4,0,53,0
"2020-03-16","Afghanistan",37172386,6,0,16,0
"2020-03-16","Albania",2866376,4,0,42,1
"2020-03-16","Algeria",42228429,11,2,48,4
"2020-03-16","Andorra",77006,3,0,5,0
"2020-03-16","Argentina",44494502,11,0,56,2
"2020-03-16","Armenia",2951776,10,0,30,0
"2020-03-16","Australia",24992369,49,2,298,5
"2020-03-16","Austria",8847037,205,0,860,1
"2020-03-16","Azerbaijan",9942334,0,0,19,0
"2020-03-16","Bahamas",385640,1,0,1,0
"2020-03-16","Bahrain",1569439,3,0,214,0
"2020-03-16","Belarus",9485386,6,0,27,0
"2020-03-16","Belgium",11422068,197,0,886,4
"2020-03-16","Bosnia_and_Herzegovina",3323929,15,0,18,0
"2020-03-16","Brazil",209469333,79,0,200,0
"2020-03-16","Brunei_Darussalam",428962,10,0,50,0
"2020-03-16","Bulgaria",7024216,10,0,51,2
"2020-03-16","Burkina_Faso",19751535,0,0,3,0
"2020-03-16","Cambodia",16249798,5,0,12,0
"2020-03-16","Cameroon",25216237,1,0,4,0
"2020-03-16","Canada",37058856,60,0,304,1
"2020-03-16","Central_African_Republic",4666377,1,0,1,0
"2020-03-16","Chile",18729160,14,0,75,0
"2020-03-16","China",1392730000,25,14,81020,3217
"2020-03-16","Colombia",49648685,11,0,45,0
"2020-03-16","Congo",5244363,1,0,1,0
"2020-03-16","Costa_Rica",4999441,8,0,35,0
"2020-03-16","Cote_dIvoire",25069229,0,0,4,0
"2020-03-16","Croatia",4089400,11,0,48,0
"2020-03-16","Cyprus",1189265,9,0,30,0
"2020-03-16","Czech_Republic",10625695,84,0,298,0
"2020-03-16","Democratic_Republic_of_the_Congo",84068091,0,0,2,0
"2020-03-16","Denmark",5797446,48,1,875,1
"2020-03-16","Dominican_Republic",10627165,0,0,11,0
"2020-03-16","Ecuador",17084357,9,0,37,2
"2020-03-16","Egypt",98423595,17,0,110,2
"2020-03-16","Equatorial_Guinea",1308974,0,0,1,0
"2020-03-16","Estonia",1320884,56,0,171,0
"2020-03-16","Eswatini",0,0,0,1,0
"2020-03-16","Ethiopia",109224559,3,0,4,0
"2020-03-16","Finland",5518050,57,0,267,0
"2020-03-16","France",66987244,924,36,5423,127
"2020-03-16","Gabon",2119275,0,0,1,0
"2020-03-16","Georgia",3731000,0,0,30,0
"2020-03-16","Germany",82927922,1043,4,4838,12
"2020-03-16","Ghana",29767108,0,0,2,0
"2020-03-16","Greece",10727668,103,1,331,4
"2020-03-16","Guatemala",17247807,0,1,1,1
"2020-03-16","Guyana",779004,3,0,4,1
"2020-03-16","Holy_See",0,0,0,1,0
"2020-03-16","Honduras",9587522,3,0,6,0
"2020-03-16","Hungary",9768785,8,1,39,1
"2020-03-16","Iceland",353574,40,0,178,0
"2020-03-16","India",1352617328,3,0,93,2
"2020-03-16","Indonesia",267663435,21,1,117,5
"2020-03-16","Iran",81800269,1209,113,13938,724
"2020-03-16","Iraq",38433600,39,0,124,9
"2020-03-16","Ireland",4853506,40,0,169,2
"2020-03-16","Israel",8883800,72,0,250,0
"2020-03-16","Italy",60431283,6230,370,23980,1811
"2020-03-16","Jamaica",2934855,2,0,10,0
"2020-03-16","Japan",126529100,34,2,814,24
"2020-03-16","Jordan",9956011,14,0,15,0
"2020-03-16","Kazakhstan",18276499,3,0,9,0
"2020-03-16","Kenya",51393010,2,0,3,0
"2020-03-16","Kosovo",1845300,2,0,2,0
"2020-03-16","Kuwait",4137309,8,0,112,0
"2020-03-16","Latvia",1926542,5,0,31,0
"2020-03-16","Lebanon",6848925,6,0,99,3
"2020-03-16","Liechtenstein",37910,3,0,7,0
"2020-03-16","Lithuania",2789533,5,0,14,0
"2020-03-16","Luxembourg",607728,39,0,77,1
"2020-03-16","Malaysia",31528585,190,0,428,0
"2020-03-16","Maldives",515696,4,0,13,0
"2020-03-16","Malta",483530,3,0,21,0
"2020-03-16","Mauritania",4403319,0,0,1,0
"2020-03-16","Mexico",126190788,12,0,53,0
"2020-03-16","Moldova",3545883,3,0,23,0
"2020-03-16","Monaco",38682,4,0,7,0
"2020-03-16","Morocco",36029138,10,0,28,1
"2020-03-16","Namibia",2448255,0,0,2,0
"2020-03-16","Netherlands",17231017,176,8,1135,20
"2020-03-16","Nigeria",195874740,0,0,2,0
"2020-03-16","North_Macedonia",2082958,0,0,13,0
"2020-03-16","Norway",5314336,170,0,1077,1
"2020-03-16","Oman",4829483,2,0,22,0
"2020-03-16","Pakistan",212215030,1,0,31,0
"2020-03-16","Palestine",4569087,0,0,38,0
"2020-03-16","Panama",4176873,0,0,43,1
"2020-03-16","Paraguay",6956071,1,0,8,0
"2020-03-16","Peru",31989256,28,0,71,0
"2020-03-16","Philippines",106651922,29,6,140,12
"2020-03-16","Poland",37978548,21,0,125,3
"2020-03-16","Portugal",10281762,76,0,245,0
"2020-03-16","Qatar",2781677,64,0,401,0
"2020-03-16","Romania",19473936,26,0,139,0
"2020-03-16","Russia",144478050,4,0,63,0
"2020-03-16","Rwanda",12301939,4,0,5,0
"2020-03-16","Saint_Lucia",181889,0,0,2,0
"2020-03-16","San_Marino",33785,6,2,98,7
"2020-03-16","Saudi_Arabia",33699947,32,0,118,0
"2020-03-16","Senegal",15854360,5,0,26,0
"2020-03-16","Serbia",6982084,9,0,55,0
"2020-03-16","Seychelles",96762,1,0,3,0
"2020-03-16","Singapore",5638676,12,0,226,0
"2020-03-16","Slovakia",5447011,17,0,61,0
"2020-03-16","Slovenia",2067372,38,0,219,0
"2020-03-16","South_Africa",57779622,27,0,51,0
"2020-03-16","South_Korea",51635256,74,0,8236,75
"2020-03-16","Spain",46723749,2000,152,7753,288
"2020-03-16","Sri_Lanka",21670000,8,0,19,0
"2020-03-16","Sudan",41801533,0,0,1,1
"2020-03-16","Sweden",10183175,108,2,1032,3
"2020-03-16","Switzerland",8516543,841,2,2200,13
"2020-03-16","Taiwan",0,0,0,59,1
"2020-03-16","Thailand",69428524,32,0,114,1
"2020-03-16","Togo",7889094,0,0,1,0
"2020-03-16","Trinidad_and_Tobago",1389858,2,0,4,0
"2020-03-16","Tunisia",11565204,2,0,18,0
"2020-03-16","Turkey",82319724,16,0,18,0
"2020-03-16","Ukraine",44622516,0,0,3,0
"2020-03-16","United_Arab_Emirates",9630959,1,0,86,0
"2020-03-16","United_Kingdom",66488991,251,14,1391,35
"2020-03-16","United_States_of_America",327167434,823,12,3774,69
"2020-03-16","Uruguay",3449299,2,0,8,0
"2020-03-16","Uzbekistan",32955400,6,0,6,0
"2020-03-16","Venezuela",28870195,5,0,15,0
"2020-03-16","Vietnam",95540395,4,0,57,0
"2020-03-17","Afghanistan",37172386,5,0,21,0
"2020-03-17","Albania",2866376,9,0,51,1
"2020-03-17","Algeria",42228429,12,0,60,4
"2020-03-17","Andorra",77006,9,0,14,0
"2020-03-17","Argentina",44494502,9,0,65,2
"2020-03-17","Armenia",2951776,22,0,52,0
"2020-03-17","Australia",24992369,77,0,375,5
"2020-03-17","Austria",8847037,156,2,1016,3
"2020-03-17","Azerbaijan",9942334,0,0,19,0
"2020-03-17","Bahamas",385640,0,0,1,0
"2020-03-17","Bahrain",1569439,7,1,221,1
"2020-03-17","Bangladesh",161356039,2,0,5,0
"2020-03-17","Belarus",9485386,9,0,36,0
"2020-03-17","Belgium",11422068,199,1,1085,5
"2020-03-17","Benin",11485048,1,0,1,0
"2020-03-17","Bhutan",754394,0,0,1,0
"2020-03-17","Bolivia",11353142,1,0,11,0
"2020-03-17","Bosnia_and_Herzegovina",3323929,3,0,21,0
"2020-03-17","Brazil",209469333,34,0,234,0
"2020-03-17","Brunei_Darussalam",428962,4,0,54,0
"2020-03-17","Bulgaria",7024216,11,0,62,2
"2020-03-17","Burkina_Faso",19751535,17,0,20,0
"2020-03-17","Cambodia",16249798,12,0,24,0
"2020-03-17","Cameroon",25216237,0,0,4,0
"2020-03-17","Canada",37058856,120,3,424,4
"2020-03-17","Central_African_Republic",4666377,0,0,1,0
"2020-03-17","Chile",18729160,81,0,156,0
"2020-03-17","China",1392730000,110,9,81130,3226
"2020-03-17","Colombia",49648685,12,0,57,0
"2020-03-17","Congo",5244363,0,0,1,0
"2020-03-17","Costa_Rica",4999441,6,0,41,0
"2020-03-17","Cote_dIvoire",25069229,1,0,5,0
"2020-03-17","Croatia",4089400,8,0,56,0
"2020-03-17","Cyprus",1189265,10,0,40,0
"2020-03-17","Czech_Republic",10625695,46,0,344,0
"2020-03-17","Democratic_Republic_of_the_Congo",84068091,1,0,3,0
"2020-03-17","Denmark",5797446,57,0,932,1
"2020-03-17","Dominican_Republic",10627165,0,0,11,0
"2020-03-17","Ecuador",17084357,21,0,58,2
"2020-03-17","Egypt",98423595,16,0,126,2
"2020-03-17","Equatorial_Guinea",1308974,0,0,1,0
"2020-03-17","Estonia",1320884,34,0,205,0
"2020-03-17","Eswatini",0,0,0,1,0
"2020-03-17","Ethiopia",109224559,1,0,5,0
"2020-03-17","Finland",5518050,5,0,272,0
"2020-03-17","France",66987244,1210,21,6633,148
"2020-03-17","Gabon",2119275,0,0,1,0
"2020-03-17","Georgia",3731000,3,0,33,0
"2020-03-17","Germany",82927922,1174,1,6012,13
"2020-03-17","Ghana",29767108,4,0,6,0
"2020-03-17","Greece",10727668,21,0,352,4
"2020-03-17","Guatemala",17247807,5,0,6,1
"2020-03-17","Guinea",12414318,0,0,1,0
"2020-03-17","Guyana",779004,0,0,4,1
"2020-03-17","Holy_See",0,0,0,1,0
"2020-03-17","Honduras",9587522,2,0,8,0
"2020-03-17","Hungary",9768785,11,0,50,1
"2020-03-17","Iceland",353574,21,0,199,0
"2020-03-17","India",1352617328,32,1,125,3
"2020-03-17","Indonesia",267663435,17,0,134,5
"2020-03-17","Iran",81800269,1053,129,14991,853
"2020-03-17","Iraq",38433600,0,0,124,9
"2020-03-17","Ireland",4853506,54,0,223,2
"2020-03-17","Israel",8883800,10,0,260,0
"2020-03-17","Italy",60431283,4000,347,27980,2158
"2020-03-17","Jamaica",2934855,0,0,10,0
"2020-03-17","Japan",126529100,10,4,824,28
"2020-03-17","Jordan",9956011,1,0,16,0
"2020-03-17","Kazakhstan",18276499,2,0,11,0
"2020-03-17","Kenya",51393010,0,0,3,0
"2020-03-17","Kosovo",1845300,0,0,2,0
"2020-03-17","Kuwait",4137309,11,0,123,0
"2020-03-17","Latvia",1926542,5,0,36,0
"2020-03-17","Lebanon",6848925,21,0,120,3
"2020-03-17","Liberia",4818977,1,0,1,0
"2020-03-17","Liechtenstein",37910,0,0,7,0
"2020-03-17","Lithuania",2789533,3,0,17,0
"2020-03-17","Luxembourg",607728,4,0,81,1
"2020-03-17","Malaysia",31528585,125,0,553,0
"2020-03-17","Maldives",515696,0,0,13,0
"2020-03-17","Malta",483530,9,0,30,0
"2020-03-17","Mauritania",4403319,0,0,1,0
"2020-03-17","Mexico",126190788,29,0,82,0
"2020-03-17","Moldova",3545883,6,0,29,0
"2020-03-17","Monaco",38682,2,0,9,0
"2020-03-17","Morocco",36029138,9,0,37,1
"2020-03-17","Myanmar",53708395,0,0,0,0
"2020-03-17","Namibia",2448255,0,0,2,0
"2020-03-17","Nepal",28087871,0,0,1,0
"2020-03-17","Netherlands",17231017,278,4,1413,24
"2020-03-17","Nigeria",195874740,0,0,2,0
"2020-03-17","North_Macedonia",2082958,6,0,19,0
"2020-03-17","Norway",5314336,92,2,1169,3
"2020-03-17","Oman",4829483,2,0,24,0
"2020-03-17","Pakistan",212215030,156,0,187,0
"2020-03-17","Palestine",4569087,1,0,39,0
"2020-03-17","Panama",4176873,26,0,69,1
"2020-03-17","Paraguay",6956071,1,0,9,0
"2020-03-17","Peru",31989256,15,0,86,0
"2020-03-17","Philippines",106651922,2,0,142,12
"2020-03-17","Poland",37978548,52,1,177,4
"2020-03-17","Portugal",10281762,86,0,331,0
"2020-03-17","Qatar",2781677,38,0,439,0
"2020-03-17","Romania",19473936,45,0,184,0
"2020-03-17","Russia",144478050,30,0,93,0
"2020-03-17","Rwanda",12301939,0,0,5,0
"2020-03-17","Saint_Lucia",181889,0,0,2,0
"2020-03-17","San_Marino",33785,4,2,102,9
"2020-03-17","Saudi_Arabia",33699947,15,0,133,0
"2020-03-17","Senegal",15854360,1,0,27,0
"2020-03-17","Serbia",6982084,2,0,57,0
"2020-03-17","Seychelles",96762,1,0,4,0
"2020-03-17","Singapore",5638676,17,0,243,0
"2020-03-17","Slovakia",5447011,23,0,84,0
"2020-03-17","Slovenia",2067372,34,0,253,0
"2020-03-17","Somalia",15008154,1,0,1,0
"2020-03-17","South_Africa",57779622,11,0,62,0
"2020-03-17","South_Korea",51635256,84,6,8320,81
"2020-03-17","Spain",46723749,1438,21,9191,309
"2020-03-17","Sri_Lanka",21670000,10,0,29,0
"2020-03-17","Sudan",41801533,0,0,1,1
"2020-03-17","Sweden",10183175,89,4,1121,7
"2020-03-17","Switzerland",8516543,0,1,2200,14
"2020-03-17","Taiwan",0,8,0,67,1
"2020-03-17","Thailand",69428524,63,0,177,1
"2020-03-17","Togo",7889094,0,0,1,0
"2020-03-17","Trinidad_and_Tobago",1389858,1,0,5,0
"2020-03-17","Tunisia",11565204,2,0,20,0
"2020-03-17","Turkey",82319724,29,0,47,0
"2020-03-17","Ukraine",44622516,2,0,5,0
"2020-03-17","United_Arab_Emirates",9630959,12,0,98,0
"2020-03-17","United_Kingdom",66488991,152,20,1543,55
"2020-03-17","United_Republic_of_Tanzania",56318348,1,0,1,0
"2020-03-17","United_States_of_America",327167434,887,16,4661,85
"2020-03-17","Uruguay",3449299,21,0,29,0
"2020-03-17","Uzbekistan",32955400,2,0,8,0
"2020-03-17","Venezuela",28870195,18,0,33,0
"2020-03-17","Vietnam",95540395,4,0,61,0
"2020-03-18","Afghanistan",37172386,1,0,22,0
"2020-03-18","Albania",2866376,4,0,55,1
"2020-03-18","Algeria",42228429,0,1,60,5
"2020-03-18","Andorra",77006,0,0,14,0
"2020-03-18","Argentina",44494502,14,0,79,2
"2020-03-18","Armenia",2951776,26,0,78,0
"2020-03-18","Australia",24992369,79,0,454,5
"2020-03-18","Austria",8847037,316,0,1332,3
"2020-03-18","Azerbaijan",9942334,9,0,28,0
"2020-03-18","Bahrain",1569439,16,0,237,1
"2020-03-18","Bangladesh",161356039,3,0,8,0
"2020-03-18","Barbados",286641,1,0,1,0
"2020-03-18","Belarus",9485386,0,0,36,0
"2020-03-18","Belgium",11422068,158,0,1243,5
"2020-03-18","Benin",11485048,0,0,1,0
"2020-03-18","Bhutan",754394,0,0,1,0
"2020-03-18","Bolivia",11353142,1,0,12,0
"2020-03-18","Bosnia_and_Herzegovina",3323929,0,0,21,0
"2020-03-18","Brazil",209469333,57,1,291,1
"2020-03-18","Brunei_Darussalam",428962,2,0,56,0
"2020-03-18","Bulgaria",7024216,19,0,81,2
"2020-03-18","Burkina_Faso",19751535,0,0,20,0
"2020-03-18","CANADA",0,145,4,145,4
"2020-03-18","Cambodia",16249798,0,0,24,0
"2020-03-18","Cameroon",25216237,6,0,10,0
"2020-03-18","Central_African_Republic",4666377,0,0,1,0
"2020-03-18","Chile",18729160,45,0,201,0
"2020-03-18","China",1392730000,33,16,81163,3242
"2020-03-18","Colombia",49648685,8,0,65,0
"2020-03-18","Congo",5244363,0,0,1,0
"2020-03-18","Costa_Rica",4999441,9,0,50,0
"2020-03-18","Cote_dIvoire",25069229,0,0,5,0
"2020-03-18","Croatia",4089400,13,0,69,0
"2020-03-18","Cuba",11338138,3,0,7,0
"2020-03-18","Cyprus",1189265,0,0,40,0
"2020-03-18","Czech_Republic",10625695,90,0,434,0
"2020-03-18","Democratic_Republic_of_the_Congo",84068091,0,0,3,0
"2020-03-18","Denmark",5797446,92,3,1024,4
"2020-03-18","Dominican_Republic",10627165,0,0,11,0
"2020-03-18","Ecuador",17084357,53,0,111,2
"2020-03-18","Egypt",98423595,40,2,166,4
"2020-03-18","Equatorial_Guinea",1308974,0,0,1,0
"2020-03-18","Estonia",1320884,20,0,225,0
"2020-03-18","Eswatini",0,0,0,1,0
"2020-03-18","Ethiopia",109224559,0,0,5,0
"2020-03-18","Finland",5518050,47,0,319,0
"2020-03-18","France",66987244,1097,27,7730,175
"2020-03-18","Gabon",2119275,0,0,1,0
"2020-03-18","Gambia",2280102,1,0,1,0
"2020-03-18","Georgia",3731000,1,0,34,0
"2020-03-18","Germany",82927922,1144,0,7156,13
"2020-03-18","Ghana",29767108,0,0,6,0
"2020-03-18","Greece",10727668,35,1,387,5
"2020-03-18","Guatemala",17247807,0,0,6,1
"2020-03-18","Guinea",12414318,0,0,1,0
"2020-03-18","Guyana",779004,0,0,4,1
"2020-03-18","Holy_See",0,0,0,1,0
"2020-03-18","Honduras",9587522,1,0,9,0
"2020-03-18","Hungary",9768785,0,0,50,1
"2020-03-18","Iceland",353574,48,0,247,0
"2020-03-18","India",1352617328,12,0,137,3
"2020-03-18","Indonesia",267663435,38,0,172,5
"2020-03-18","Iran",81800269,1178,135,16169,988
"2020-03-18","Iraq",38433600,30,2,154,11
"2020-03-18","Ireland",4853506,69,0,292,2
"2020-03-18","Israel",8883800,167,0,427,0
"2020-03-18","Italy",60431283,3526,347,31506,2505
"2020-03-18","Jamaica",2934855,3,0,13,0
"2020-03-18","Japan",126529100,5,0,829,28
"2020-03-18","Jordan",9956011,19,0,35,0
"2020-03-18","Kazakhstan",18276499,22,0,33,0
"2020-03-18","Kenya",51393010,1,0,4,0
"2020-03-18","Kosovo",1845300,17,0,19,0
"2020-03-18","Kuwait",4137309,7,0,130,0
"2020-03-18","Latvia",1926542,25,0,61,0
"2020-03-18","Lebanon",6848925,0,0,120,3
"2020-03-18","Liberia",4818977,1,0,2,0
"2020-03-18","Liechtenstein",37910,0,0,7,0
"2020-03-18","Lithuania",2789533,8,0,25,0
"2020-03-18","Luxembourg",607728,59,0,140,1
"2020-03-18","Malaysia",31528585,120,2,673,2
"2020-03-18","Maldives",515696,0,0,13,0
"2020-03-18","Malta",483530,8,0,38,0
"2020-03-18","Mauritania",4403319,0,0,1,0
"2020-03-18","Mexico",126190788,11,0,93,0
"2020-03-18","Moldova",3545883,1,0,30,0
"2020-03-18","Monaco",38682,0,0,9,0
"2020-03-18","Mongolia",3170208,3,0,4,0
"2020-03-18","Montenegro",622345,2,0,2,0
"2020-03-18","Morocco",36029138,7,1,44,2
"2020-03-18","Namibia",2448255,0,0,2,0
"2020-03-18","Nepal",28087871,0,0,1,0
"2020-03-18","Netherlands",17231017,292,0,1705,24
"2020-03-18","New_Zealand",4885500,12,0,20,0
"2020-03-18","Nigeria",195874740,1,0,3,0
"2020-03-18","North_Macedonia",2082958,12,0,31,0
"2020-03-18","Norway",5314336,139,0,1308,3
"2020-03-18","Oman",4829483,0,0,24,0
"2020-03-18","Pakistan",212215030,0,0,187,0
"2020-03-18","Palestine",4569087,2,0,41,0
"2020-03-18","Panama",4176873,17,0,86,1
"2020-03-18","Paraguay",6956071,2,0,11,0
"2020-03-18","Peru",31989256,31,0,117,0
"2020-03-18","Philippines",106651922,45,2,187,14
"2020-03-18","Poland",37978548,61,1,238,5
"2020-03-18","Portugal",10281762,117,1,448,1
"2020-03-18","Qatar",2781677,3,0,442,0
"2020-03-18","Romania",19473936,33,0,217,0
"2020-03-18","Russia",144478050,21,0,114,0
"2020-03-18","Rwanda",12301939,2,0,7,0
"2020-03-18","Saint_Lucia",181889,0,0,2,0
"2020-03-18","San_Marino",33785,2,2,104,11
"2020-03-18","Saudi_Arabia",33699947,0,0,133,0
"2020-03-18","Senegal",15854360,4,0,31,0
"2020-03-18","Serbia",6982084,15,0,72,0
"2020-03-18","Seychelles",96762,0,0,4,0
"2020-03-18","Singapore",5638676,23,0,266,0
"2020-03-18","Slovakia",5447011,13,0,97,0
"2020-03-18","Slovenia",2067372,22,1,275,1
"2020-03-18","Somalia",15008154,0,0,1,0
"2020-03-18","South_Africa",57779622,23,0,85,0
"2020-03-18","South_Korea",51635256,93,5,8413,86
"2020-03-18","Spain",46723749,1987,182,11178,491
"2020-03-18","Sri_Lanka",21670000,13,0,42,0
"2020-03-18","Sudan",41801533,0,0,1,1
"2020-03-18","Sweden",10183175,46,1,1167,8
"2020-03-18","Switzerland",8516543,450,5,2650,19
"2020-03-18","Taiwan",0,10,0,77,1
"2020-03-18","Thailand",69428524,0,0,177,1
"2020-03-18","Togo",7889094,0,0,1,0
"2020-03-18","Trinidad_and_Tobago",1389858,2,0,7,0
"2020-03-18","Tunisia",11565204,4,0,24,0
"2020-03-18","Turkey",82319724,51,0,98,0
"2020-03-18","Ukraine",44622516,9,0,14,0
"2020-03-18","United_Arab_Emirates",9630959,15,0,113,0
"2020-03-18","United_Kingdom",66488991,407,5,1950,60
"2020-03-18","United_Republic_of_Tanzania",56318348,0,0,1,0
"2020-03-18","United_States_of_America",327167434,1766,23,6427,108
"2020-03-18","Uruguay",3449299,21,0,50,0
"2020-03-18","Uzbekistan",32955400,8,0,16,0
"2020-03-18","Venezuela",28870195,0,0,33,0
"2020-03-18","Vietnam",95540395,0,0,61,0
"2020-03-19","Afghanistan",37172386,0,0,22,0
"2020-03-19","Albania",2866376,4,1,59,2
"2020-03-19","Algeria",42228429,13,1,73,6
"2020-03-19","Andorra",77006,39,0,53,0
"2020-03-19","Argentina",44494502,18,0,97,2
"2020-03-19","Armenia",2951776,37,0,115,0
"2020-03-19","Australia",24992369,111,1,565,6
"2020-03-19","Austria",8847037,314,1,1646,4
"2020-03-19","Azerbaijan",9942334,6,0,34,0
"2020-03-19","Bahrain",1569439,19,0,256,1
"2020-03-19","Bangladesh",161356039,2,0,10,0
"2020-03-19","Barbados",286641,0,0,1,0
"2020-03-19","Belarus",9485386,10,0,46,0
"2020-03-19","Belgium",11422068,243,9,1486,14
"2020-03-19","Benin",11485048,0,0,1,0
"2020-03-19","Bhutan",754394,0,0,1,0
"2020-03-19","Bolivia",11353142,0,0,12,0
"2020-03-19","Bosnia_and_Herzegovina",3323929,15,0,36,0
"2020-03-19","Brazil",209469333,137,3,428,4
"2020-03-19","Brunei_Darussalam",428962,12,0,68,0
"2020-03-19","Bulgaria",7024216,11,0,92,2
"2020-03-19","Burkina_Faso",19751535,6,1,26,1
"2020-03-19","CANADA",0,121,1,266,5
"2020-03-19","Cambodia",16249798,0,0,24,0
"2020-03-19","Cameroon",25216237,0,0,10,0
"2020-03-19","Central_African_Republic",4666377,0,0,1,0
"2020-03-19","Chile",18729160,37,0,238,0
"2020-03-19","China",1392730000,75,8,81238,3250
"2020-03-19","Colombia",49648685,37,0,102,0
"2020-03-19","Congo",5244363,2,0,3,0
"2020-03-19","Costa_Rica",4999441,19,1,69,1
"2020-03-19","Cote_dIvoire",25069229,1,0,6,0
"2020-03-19","Croatia",4089400,12,0,81,0
"2020-03-19","Cuba",11338138,4,1,11,1
"2020-03-19","Cyprus",1189265,18,0,58,0
"2020-03-19","Czech_Republic",10625695,88,0,522,0
"2020-03-19","Democratic_Republic_of_the_Congo",84068091,11,0,14,0
"2020-03-19","Denmark",5797446,91,0,1115,4
"2020-03-19","Djibouti",958920,1,0,1,0
"2020-03-19","Dominican_Republic",10627165,10,0,21,0
"2020-03-19","Ecuador",17084357,57,1,168,3
"2020-03-19","Egypt",98423595,30,2,196,6
"2020-03-19","El_Salvador",6420744,1,0,1,0
"2020-03-19","Equatorial_Guinea",1308974,2,0,3,0
"2020-03-19","Estonia",1320884,33,0,258,0
"2020-03-19","Eswatini",0,0,0,1,0
"2020-03-19","Ethiopia",109224559,1,0,6,0
"2020-03-19","Finland",5518050,50,0,369,0
"2020-03-19","France",66987244,1404,69,9134,244
"2020-03-19","French_Polynesia",277679,3,0,3,0
"2020-03-19","Gabon",2119275,2,0,3,0
"2020-03-19","Gambia",2280102,0,0,1,0
"2020-03-19","Georgia",3731000,0,0,34,0
"2020-03-19","Germany",82927922,1042,0,8198,13
"2020-03-19","Ghana",29767108,1,0,7,0
"2020-03-19","Greece",10727668,31,0,418,5
"2020-03-19","Guam",165768,3,0,3,0
"2020-03-19","Guatemala",17247807,2,0,8,1
"2020-03-19","Guinea",12414318,0,0,1,0
"2020-03-19","Guyana",779004,1,0,5,1
"2020-03-19","Holy_See",0,0,0,1,0
"2020-03-19","Honduras",9587522,3,0,12,0
"2020-03-19","Hungary",9768785,23,0,73,1
"2020-03-19","Iceland",353574,3,0,250,0
"2020-03-19","India",1352617328,28,0,165,3
"2020-03-19","Indonesia",267663435,0,0,172,5
"2020-03-19","Iran",81800269,1192,147,17361,1135
"2020-03-19","Iraq",38433600,10,1,164,12
"2020-03-19","Ireland",4853506,74,0,366,2
"2020-03-19","Israel",8883800,6,0,433,0
"2020-03-19","Italy",60431283,4207,473,35713,2978
"2020-03-19","Jamaica",2934855,2,0,15,0
"2020-03-19","Japan",126529100,44,1,873,29
"2020-03-19","Jordan",9956011,17,0,52,0
"2020-03-19","Kazakhstan",18276499,4,0,37,0
"2020-03-19","Kenya",51393010,3,0,7,0
"2020-03-19","Kosovo",1845300,0,0,19,0
"2020-03-19","Kuwait",4137309,12,0,142,0
"2020-03-19","Kyrgyzstan",6315800,3,0,3,0
"2020-03-19","Latvia",1926542,10,0,71,0
"2020-03-19","Lebanon",6848925,13,1,133,4
"2020-03-19","Liberia",4818977,0,0,2,0
"2020-03-19","Liechtenstein",37910,18,0,25,0
"2020-03-19","Lithuania",2789533,8,0,33,0
"2020-03-19","Luxembourg",607728,70,1,210,2
"2020-03-19","Malaysia",31528585,117,0,790,2
"2020-03-19","Maldives",515696,0,0,13,0
"2020-03-19","Malta",483530,10,0,48,0
"2020-03-19","Mauritania",4403319,0,0,1,0
"2020-03-19","Mexico",126190788,25,0,118,0
"2020-03-19","Moldova",3545883,6,1,36,1
"2020-03-19","Monaco",38682,0,0,9,0
"2020-03-19","Mongolia",3170208,1,0,5,0
"2020-03-19","Montenegro",622345,6,0,8,0
"2020-03-19","Morocco",36029138,10,0,54,2
"2020-03-19","Namibia",2448255,0,0,2,0
"2020-03-19","Nepal",28087871,0,0,1,0
"2020-03-19","Netherlands",17231017,346,34,2051,58
"2020-03-19","New_Zealand",4885500,8,0,28,0
"2020-03-19","Nicaragua",6465513,1,0,1,0
"2020-03-19","Nigeria",195874740,5,0,8,0
"2020-03-19","North_Macedonia",2082958,11,0,42,0
"2020-03-19","Norway",5314336,115,0,1423,3
"2020-03-19","Oman",4829483,15,0,39,0
"2020-03-19","Pakistan",212215030,115,0,302,0
"2020-03-19","Palestine",4569087,3,0,44,0
"2020-03-19","Panama",4176873,23,0,109,1
"2020-03-19","Paraguay",6956071,0,0,11,0
"2020-03-19","Peru",31989256,28,0,145,0
"2020-03-19","Philippines",106651922,15,3,202,17
"2020-03-19","Poland",37978548,49,0,287,5
"2020-03-19","Portugal",10281762,194,1,642,2
"2020-03-19","Qatar",2781677,10,0,452,0
"2020-03-19","Romania",19473936,43,0,260,0
"2020-03-19","Russia",144478050,33,0,147,0
"2020-03-19","Rwanda",12301939,4,0,11,0
"2020-03-19","Saint_Lucia",181889,0,0,2,0
"2020-03-19","San_Marino",33785,5,3,109,14
"2020-03-19","Saudi_Arabia",33699947,38,0,171,0
"2020-03-19","Senegal",15854360,5,0,36,0
